"","income","age","capital_gain","capital_loss","hours_per_week","workclass","education","marital.status","occupation","relationship","race","sex","native.country"
"29521","1",41,"None","None",40," Federal-gov"," HS-Graduate","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
"29522","1",45,"Low","None",40," Private"," HS-Graduate","Married"," Administration"," Husband","Black"," Male","United-States"
"29523","1",52,"High","None",50," Self-Employed"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29524","1",36,"None","None",45," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29525","1",52,"None","None",40," Self-Employed"," Prof-School","Married"," Sales"," Husband","White"," Male","United-States"
"29526","1",44,"None","None",45," Self-Employed"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29527","1",53,"None","None",60," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29528","1",36,"None","None",60," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29529","1",41,"None","None",45," Private"," Associates","Married"," Service"," Husband","White"," Male","United-States"
"29530","1",64,"None","None",40," Self-Employed"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29531","1",49,"None","None",50," Private"," Doctorate","Married"," High-Service"," Husband","Other"," Male","United-States"
"29532","1",25,"None","High",36," Private"," HS-Graduate","Married"," Administration"," Husband","Black"," Male","United-States"
"29533","1",37,"High","None",50," Private"," Masters","Married"," Administration"," Husband","White"," Male","United-States"
"29534","1",53,"None","None",60," Self-Employed"," Prof-School","Not-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29536","1",43,"None","None",35," Other-gov"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29537","1",41,"None","None",75," Self-Employed"," Bachelors","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29538","1",45,"None","None",40," Federal-gov"," HS-Graduate","Married"," Administration"," Husband","White"," Male","Western-Emerging"
"29539","1",37,"None","None",50," Private"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29540","1",48,"None","None",55," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29541","1",35,"None","None",40," Private"," Bachelors","Married"," Blue-Collar"," Husband","Asian"," Male","Asia-Emerging"
"29542","1",36,"None","None",50," Private"," Bachelors","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29543","1",65,"None","High",40," Other-gov"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"29544","1",48,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29545","1",37,"High","None",60," Private"," Masters","Not-Married"," Management"," Not-in-family","White"," Male","Other"
"29546","1",41,"Low","None",40," Federal-gov"," HS-Graduate","Married"," Blue-Collar"," Wife","White"," Female","United-States"
"29547","1",52,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29548","1",39,"Low","None",50," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29549","1",49,"None","None",50," Private"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29550","1",28,"None","None",45," Self-Employed"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29551","1",49,"None","None",40," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29552","1",44,"None","None",48," Private"," Associates","Not-Married"," Blue-Collar"," Other-relative","White"," Male","United-States"
"29553","1",52,"None","None",50," Private"," Bachelors","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29554","1",36,"None","None",40," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29555","1",39,"None","None",50," Other-gov"," Masters","Married"," High-Service"," Wife","White"," Female","Western-Developed"
"29556","1",48,"None","None",40," Private"," Dropout","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29557","1",50,"None","None",40," Other-gov"," Associates","Married"," Service"," Husband","White"," Male","United-States"
"29558","1",49,"High","None",80," Other-gov"," Masters","Married"," Sales"," Husband","White"," Male","United-States"
"29559","1",70,"None","None",40," Self-Employed"," Doctorate","Married"," Management"," Husband","White"," Male","United-States"
"29560","1",32,"None","None",40," Private"," Bachelors","Married"," Service"," Wife","White"," Female","United-States"
"29561","1",46,"None","High",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","Black"," Male","United-States"
"29562","1",40,"High","None",52," Private"," Bachelors","Married"," Service"," Wife","Asian"," Female","Asia-Developed"
"29563","1",46,"Low","None",25," Other-gov"," Bachelors","Not-Married"," High-Service"," Not-in-family","White"," Female","United-States"
"29564","1",41,"None","High",45," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29565","1",44,"None","None",55," Federal-gov"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29566","1",47,"None","None",40," Self-Employed"," Associates","Married"," Sales"," Husband","White"," Male","United-States"
"29567","1",58,"None","None",40," Federal-gov"," Bachelors","Married"," Management"," Husband","Black"," Male","United-States"
"29568","1",38,"None","None",35," Self-Employed"," Dropout","Married"," Sales"," Husband","White"," Male","United-States"
"29570","1",48,"Low","None",45," Private"," HS-Graduate","Married"," Administration"," Husband","White"," Male","United-States"
"29571","1",60,"None","None",40," Private"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29572","1",45,"None","None",60," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29573","1",34,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Husband","Black"," Male","South-America-Emerging"
"29574","1",41,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29575","1",37,"None","None",40," Federal-gov"," HS-Graduate","Married"," Administration"," Husband","White"," Male","Western-Developed"
"29576","1",36,"None","None",42," Other-gov"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29577","1",47,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","Western-Developed"
"29578","1",40,"High","None",30," Private"," Prof-School","Married"," High-Service"," Wife","White"," Female","United-States"
"29579","1",37,"Low","None",40," Other-gov"," Bachelors","Married"," Administration"," Husband","White"," Male","United-States"
"29580","1",42,"High","None",44," Self-Employed"," Prof-School","Not-Married"," High-Service"," Unmarried","White"," Female","United-States"
"29581","1",47,"None","None",40," Private"," HS-Graduate","Married"," Management"," Husband","White"," Male","United-States"
"29582","1",61,"None","None",40," Private"," Dropout","Married"," Service"," Husband","White"," Male","United-States"
"29583","1",26,"None","None",45," Private"," Bachelors","Married"," Service"," Husband","White"," Male","United-States"
"29584","1",58,"None","None",40," Private"," HS-Graduate","Married"," Administration"," Wife","White"," Female","United-States"
"29585","1",40,"High","None",40," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29586","1",33,"None","None",55," Private"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29587","1",66,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29588","1",36,"None","None",40," Other-gov"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29589","1",55,"None","None",60," Federal-gov"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29590","1",60,"None","None",60," Private"," Masters","Married"," Management"," Husband","White"," Male","United-States"
"29591","1",42,"None","High",60," Self-Employed"," Masters","Not-Married"," Management"," Unmarried","Asian"," Male","Asia-Frontier"
"29592","1",48,"None","None",50," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29593","1",44,"High","None",40," Private"," Doctorate","Married"," Management"," Husband","Asian"," Male","Asia-Developed"
"29594","1",59,"None","None",40," Private"," HS-Graduate","Married"," Service"," Husband","White"," Male","United-States"
"29595","1",57,"None","High",30," Self-Employed"," HS-Graduate","Married"," Sales"," Husband","White"," Male","United-States"
"29596","1",44,"None","None",55," Private"," Prof-School","Not-Married"," High-Service"," Not-in-family","White"," Male","United-States"
"29597","1",30,"None","None",60," Private"," Prof-School","Married"," High-Service"," Husband","White"," Male","United-States"
"29598","1",44,"None","Low",60," Private"," Masters","Married"," High-Service"," Husband","White"," Male","United-States"
"29599","1",34,"Low","None",40," Other-gov"," HS-Graduate","Married"," High-Service"," Husband","Black"," Male","United-States"
"29600","1",36,"None","High",65," Self-Employed"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29601","1",39,"None","High",67," Private"," Prof-School","Married"," High-Service"," Husband","Asian"," Male","Asia-Frontier"
"29602","1",58,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29603","1",40,"None","None",40," Private"," HS-Graduate","Married"," High-Service"," Husband","White"," Male","United-States"
"29605","1",34,"None","None",65," Private"," Bachelors","Never-Married"," Sales"," Not-in-family","White"," Male","United-States"
"29606","1",58,"None","None",40," Self-Employed"," Bachelors","Married"," Management"," Husband","White"," Male","United-States"
"29607","1",43,"None","None",40," Private"," HS-Graduate","Married"," Blue-Collar"," Husband","White"," Male","United-States"
"29608","1",35,"None","None",40," Private"," HS-Graduate","Married"," Management"," Wife","White"," Female","United-States"
"29609","1",52,"Low","None",60," Other-gov"," Masters","Not-Married"," Management"," Not-in-family","White"," Female","United-States"
"29610","1",43,"None","None",60," Self-Employed"," Bachelors","Married"," Sales"," Husband","White"," Male","United-States"
"29611","1",34,"None","None",45," Other-gov"," Bachelors","Married"," High-Service"," Wife","White"," Female","United-States"
"29612","1",37,"None","None",40," Private"," Bachelors","Married"," Blue-Collar"," Husband","Asian"," Male","Asia-Frontier"
"29613","1",47,"High","None",40," Private"," Bachelors","Married"," High-Service"," Husband","White"," Male","United-States"
"29614","1",36,"None","None",53," Other-gov"," Associates","Married"," Service"," Husband","White"," Male","United-States"
